Destination,area_code,value,Year
Nagasu-machi,43368,1101,2010
Nagasu-machi,43368,1034,2011
Nagasu-machi,43368,988,2012
Nagasu-machi,43368,1125,2013
Nagasu-machi,43368,1038,2014
Nagasu-machi,43368,1030,2015
Nagasu-machi,43368,952,2016
Nagasu-machi,43368,924,2017
Nagasu-machi,43368,1439,2018
Nagasu-machi,43368,1364,2019
Nagasu-machi,43368,971,2020
Nagasu-machi,43368,1005,2021
Nagasu-machi,43368,1212,2022
Nagasu-machi,43368,990,2023
Nagasu-machi,43368,826,2024
Nagata-ku,28106,8627,2008
Nagata-ku,28106,8608,2009
Nagata-ku,28106,8932,2010
Nagata-ku,28106,8936,2011
Nagata-ku,28106,8033,2012
Nagata-ku,28106,8602,2013
Nagata-ku,28106,8368,2014
Nagata-ku,28106,8356,2015
Nagata-ku,28106,8221,2016
Nagata-ku,28106,8330,2017
Nagata-ku,28106,10053,2018
Nagata-ku,28106,10419,2019
Nagata-ku,28106,9711,2020
Nagata-ku,28106,10178,2021
Nagata-ku,28106,9618,2022
Nagata-ku,28106,9776,2023
Nagata-ku,28106,9965,2024
Nagato-shi,35211,1733,2008
Nagato-shi,35211,1935,2009
Nagato-shi,35211,1643,2010
Nagato-shi,35211,1726,2011
Nagato-shi,35211,1664,2012
Nagato-shi,35211,1612,2013
Nagato-shi,35211,1607,2014
Nagato-shi,35211,1511,2015
Nagato-shi,35211,1556,2016
Nagato-shi,35211,1550,2017
Nagato-shi,35211,1685,2018
Nagato-shi,35211,1740,2019
Nagato-shi,35211,1564,2020
Nagato-shi,35211,1442,2021
Nagato-shi,35211,1617,2022
Nagato-shi,35211,1482,2023
Nagato-shi,35211,1414,2024
Nagatoro-machi,11363,407,2008
Nagatoro-machi,11363,315,2009
Nagatoro-machi,11363,393,2010
Nagatoro-machi,11363,389,2011
Nagatoro-machi,11363,305,2012
Nagatoro-machi,11363,424,2013
Nagatoro-machi,11363,345,2014
Nagatoro-machi,11363,305,2015
Nagatoro-machi,11363,301,2016
Nagatoro-machi,11363,352,2017
Nagatoro-machi,11363,553,2018
Nagatoro-machi,11363,527,2019
Nagatoro-machi,11363,302,2020
Nagatoro-machi,11363,262,2021
Nagatoro-machi,11363,340,2022
Nagatoro-machi,11363,279,2023
Nagatoro-machi,11363,251,2024
Nagawa-machi,20350,330,2008
Nagawa-machi,20350,332,2009
Nagawa-machi,20350,338,2010
Nagawa-machi,20350,347,2011
Nagawa-machi,20350,358,2012
Nagawa-machi,20350,302,2013
Nagawa-machi,20350,304,2014
Nagawa-machi,20350,296,2015
Nagawa-machi,20350,310,2016
Nagawa-machi,20350,263,2017
Nagawa-machi,20350,300,2018
Nagawa-machi,20350,281,2019
Nagawa-machi,20350,308,2020
Nagawa-machi,20350,307,2021
Nagawa-machi,20350,304,2022
Nagawa-machi,20350,258,2023
Nagawa-machi,20350,256,2024
Nagayo-cho,42307,4617,2008
Nagayo-cho,42307,4729,2009
Nagayo-cho,42307,4365,2010
Nagayo-cho,42307,3984,2011
Nagayo-cho,42307,3981,2012
Nagayo-cho,42307,3856,2013
Nagayo-cho,42307,4222,2014
Nagayo-cho,42307,4303,2015
Nagayo-cho,42307,3973,2016
Nagayo-cho,42307,3619,2017
Nagayo-cho,42307,3457,2018
Nagayo-cho,42307,3558,2019
Nagayo-cho,42307,3347,2020
Nagayo-cho,42307,2980,2021
Nagayo-cho,42307,2912,2022
Nagayo-cho,42307,2900,2023
Nagayo-cho,42307,3058,2024
Nagi-cho,33623,597,2008
Nagi-cho,33623,580,2009
Nagi-cho,33623,425,2010
Nagi-cho,33623,657,2011
Nagi-cho,33623,593,2012
Nagi-cho,33623,797,2013
Nagi-cho,33623,838,2014
Nagi-cho,33623,806,2015
Nagi-cho,33623,727,2016
Nagi-cho,33623,872,2017
Nagi-cho,33623,657,2018
Nagi-cho,33623,565,2019
Nagi-cho,33623,612,2020
Nagi-cho,33623,578,2021
Nagi-cho,33623,686,2022
Nagi-cho,33623,698,2023
Nagi-cho,33623,476,2024
Nagiso-machi,20423,372,2008
Nagiso-machi,20423,274,2009
Nagiso-machi,20423,235,2010
Nagiso-machi,20423,255,2011
Nagiso-machi,20423,253,2012
Nagiso-machi,20423,283,2013
Nagiso-machi,20423,276,2014
Nagiso-machi,20423,178,2015
Nagiso-machi,20423,233,2016
Nagiso-machi,20423,196,2017
Nagiso-machi,20423,228,2018
Nagiso-machi,20423,255,2019
Nagiso-machi,20423,254,2020
Nagiso-machi,20423,212,2021
Nagiso-machi,20423,210,2022
Nagiso-machi,20423,184,2023
Nagiso-machi,20423,186,2024
Nago-shi,47209,6398,2008
Nago-shi,47209,6236,2009
Nago-shi,47209,5772,2010
Nago-shi,47209,6216,2011
Nago-shi,47209,6379,2012
Nago-shi,47209,6078,2013
Nago-shi,47209,6338,2014
Nago-shi,47209,6134,2015
Nago-shi,47209,6374,2016
Nago-shi,47209,6626,2017
Nago-shi,47209,7125,2018
Nago-shi,47209,7006,2019
Nago-shi,47209,6725,2020
Nago-shi,47209,6675,2021
Nago-shi,47209,6713,2022
Nago-shi,47209,6552,2023
Nago-shi,47209,6644,2024
Nagomi-machi,43369,584,2008
Nagomi-machi,43369,656,2009
Nagomi-machi,43369,558,2010
Nagomi-machi,43369,525,2011
Nagomi-machi,43369,544,2012
Nagomi-machi,43369,534,2013
Nagomi-machi,43369,467,2014
Nagomi-machi,43369,506,2015
Nagomi-machi,43369,508,2016
Nagomi-machi,43369,379,2017
Nagomi-machi,43369,453,2018
Nagomi-machi,43369,393,2019
Nagomi-machi,43369,526,2020
Nagomi-machi,43369,472,2021
Nagomi-machi,43369,442,2022
Nagomi-machi,43369,468,2023
Nagomi-machi,43369,468,2024
Nagoya-shi,23100,275671,2008
Nagoya-shi,23100,281919,2009
Nagoya-shi,23100,263597,2010
Nagoya-shi,23100,260144,2011
Nagoya-shi,23100,262317,2012
Nagoya-shi,23100,268100,2013
Nagoya-shi,23100,263390,2014
Nagoya-shi,23100,275235,2015
Nagoya-shi,23100,267057,2016
Nagoya-shi,23100,266164,2017
Nagoya-shi,23100,313518,2018
Nagoya-shi,23100,325168,2019
Nagoya-shi,23100,293078,2020
Nagoya-shi,23100,288013,2021
Nagoya-shi,23100,289224,2022
Nagoya-shi,23100,292657,2023
Nagoya-shi,23100,294607,2024
Naha-shi,47201,32862,2008
Naha-shi,47201,34205,2009
Naha-shi,47201,31687,2010
Naha-shi,47201,34706,2011
Naha-shi,47201,33125,2012
Naha-shi,47201,32673,2013
Naha-shi,47201,32284,2014
Naha-shi,47201,32780,2015
Naha-shi,47201,30651,2016
Naha-shi,47201,30034,2017
Naha-shi,47201,32422,2018
Naha-shi,47201,33404,2019
Naha-shi,47201,29635,2020
Naha-shi,47201,28986,2021
Naha-shi,47201,29647,2022
Naha-shi,47201,28822,2023
Naha-shi,47201,27921,2024
Nahari-cho,39302,259,2008
Nahari-cho,39302,282,2009
Nahari-cho,39302,222,2010
Nahari-cho,39302,237,2011
Nahari-cho,39302,192,2012
Nahari-cho,39302,268,2013
Nahari-cho,39302,220,2014
Nahari-cho,39302,206,2015
Nahari-cho,39302,303,2016
Nahari-cho,39302,207,2017
Nahari-cho,39302,221,2018
Nahari-cho,39302,191,2019
Nahari-cho,39302,209,2020
Nahari-cho,39302,202,2021
Nahari-cho,39302,222,2022
Nahari-cho,39302,182,2023
Nahari-cho,39302,239,2024
Naie-cho,1424,270,2008
Naie-cho,1424,339,2009
Naie-cho,1424,327,2010
Naie-cho,1424,326,2011
Naie-cho,1424,322,2012
Naie-cho,1424,309,2013
Naie-cho,1424,304,2014
Naie-cho,1424,355,2015
Naie-cho,1424,281,2016
Naie-cho,1424,289,2017
Naie-cho,1424,326,2018
Naie-cho,1424,335,2019
Naie-cho,1424,304,2020
Naie-cho,1424,264,2021
Naie-cho,1424,355,2022
Naie-cho,1424,238,2023
Naie-cho,1424,296,2024
Naka-cho,36368,441,2008
Naka-cho,36368,365,2009
Naka-cho,36368,431,2010
Naka-cho,36368,414,2011
Naka-cho,36368,307,2012
Naka-cho,36368,414,2013
Naka-cho,36368,366,2014
Naka-cho,36368,259,2015
Naka-cho,36368,334,2016
Naka-cho,36368,297,2017
Naka-cho,36368,342,2018
Naka-cho,36368,361,2019
Naka-cho,36368,298,2020
Naka-cho,36368,368,2021
Naka-cho,36368,308,2022
Naka-cho,36368,316,2023
Naka-cho,36368,294,2024
Naka-gun,8340,3513,2008
Naka-gun,14340,4930,2008
Naka-gun,36360,441,2008
Naka-gun,8340,3505,2009
Naka-gun,14340,4982,2009
Naka-gun,36360,365,2009
Naka-gun,8340,3621,2010
Naka-gun,14340,4888,2010
Naka-gun,36360,431,2010
Naka-gun,8340,3369,2011
Naka-gun,14340,4541,2011
Naka-gun,36360,414,2011
Naka-gun,8340,2761,2012
Naka-gun,14340,4330,2012
Naka-gun,36360,307,2012
Naka-gun,8340,3209,2013
Naka-gun,14340,4174,2013
Naka-gun,36360,414,2013
Naka-gun,8340,2736,2014
Naka-gun,14340,4245,2014
Naka-gun,36360,366,2014
Naka-gun,8340,2663,2015
Naka-gun,14340,4652,2015
Naka-gun,36360,259,2015
Naka-gun,8340,2645,2016
Naka-gun,14340,4412,2016
Naka-gun,36360,334,2016
Naka-gun,8340,2694,2017
Naka-gun,14340,4457,2017
Naka-gun,36360,297,2017
Naka-gun,8340,2928,2018
Naka-gun,14340,4346,2018
Naka-gun,36360,342,2018
Naka-gun,8340,2746,2019
Naka-gun,14340,4286,2019
Naka-gun,36360,361,2019
Naka-gun,8340,2618,2020
Naka-gun,14340,3907,2020
Naka-gun,36360,298,2020
Naka-gun,8340,2677,2021
Naka-gun,14340,4242,2021
Naka-gun,36360,368,2021
Naka-gun,8340,2959,2022
Naka-gun,14340,3959,2022
Naka-gun,36360,308,2022
Naka-gun,8340,2717,2023
Naka-gun,14340,4039,2023
Naka-gun,36360,316,2023
Naka-gun,8340,2554,2024
Naka-gun,14340,3865,2024
Naka-gun,36360,294,2024
Naka-ku,14104,21015,2008
Naka-ku,22131,25792,2008
Naka-ku,23106,17807,2008
Naka-ku,27142,11924,2008
Naka-ku,34101,20557,2008
Naka-ku,14104,23539,2009
Naka-ku,22131,24221,2009
Naka-ku,23106,18208,2009
Naka-ku,27142,11795,2009
Naka-ku,33102,9819,2009
Naka-ku,34101,20229,2009
Naka-ku,14104,19963,2010
Naka-ku,22131,22610,2010
Naka-ku,23106,17532,2010
Naka-ku,27142,11590,2010
Naka-ku,33102,13819,2010
Naka-ku,34101,19381,2010
Naka-ku,14104,20313,2011
Naka-ku,22131,23233,2011
Naka-ku,23106,17524,2011
Naka-ku,27142,10547,2011
Naka-ku,33102,14192,2011
Naka-ku,34101,18290,2011
Naka-ku,14104,22164,2012
Naka-ku,22131,23921,2012
Naka-ku,23106,18210,2012
Naka-ku,27142,10390,2012
Naka-ku,33102,14593,2012
Naka-ku,34101,19009,2012
Naka-ku,14104,20135,2013
Naka-ku,22131,23542,2013
Naka-ku,23106,19912,2013
Naka-ku,27142,9942,2013
Naka-ku,33102,14078,2013
Naka-ku,34101,19381,2013
Naka-ku,14104,20216,2014
Naka-ku,22131,23133,2014
Naka-ku,23106,18244,2014
Naka-ku,27142,9557,2014
Naka-ku,33102,13489,2014
Naka-ku,34101,19460,2014
Naka-ku,14104,22593,2015
Naka-ku,22131,23310,2015
Naka-ku,23106,19844,2015
Naka-ku,27142,9722,2015
Naka-ku,33102,14434,2015
Naka-ku,34101,21498,2015
Naka-ku,14104,19425,2016
Naka-ku,22131,22079,2016
Naka-ku,23106,19470,2016
Naka-ku,27142,9404,2016
Naka-ku,33102,13282,2016
Naka-ku,34101,20612,2016
Naka-ku,14104,19443,2017
Naka-ku,22131,22233,2017
Naka-ku,23106,20259,2017
Naka-ku,27142,8884,2017
Naka-ku,33102,13899,2017
Naka-ku,34101,20639,2017
Naka-ku,14104,25562,2018
Naka-ku,22131,25418,2018
Naka-ku,23106,27552,2018
Naka-ku,27142,9444,2018
Naka-ku,33102,14230,2018
Naka-ku,34101,23117,2018
Naka-ku,14104,26474,2019
Naka-ku,22131,26127,2019
Naka-ku,23106,28310,2019
Naka-ku,27142,9267,2019
Naka-ku,33102,13931,2019
Naka-ku,34101,22899,2019
Naka-ku,14104,26170,2020
Naka-ku,22131,24114,2020
Naka-ku,23106,25555,2020
Naka-ku,27142,8967,2020
Naka-ku,33102,13693,2020
Naka-ku,34101,21098,2020
Naka-ku,14104,22425,2021
Naka-ku,22131,23704,2021
Naka-ku,23106,26358,2021
Naka-ku,27142,8972,2021
Naka-ku,33102,12991,2021
Naka-ku,34101,20525,2021
Naka-ku,14104,22844,2022
Naka-ku,22131,23863,2022
Naka-ku,23106,27984,2022
Naka-ku,27142,8722,2022
Naka-ku,33102,13092,2022
Naka-ku,34101,19762,2022
Naka-ku,14104,23684,2023
Naka-ku,22131,23809,2023
Naka-ku,23106,28984,2023
Naka-ku,27142,8735,2023
Naka-ku,33102,12559,2023
Naka-ku,34101,19545,2023
Naka-ku,14104,23109,2024
Naka-ku,23106,30459,2024
Naka-ku,27142,8716,2024
Naka-ku,33102,11879,2024
Naka-ku,34101,20732,2024
Naka-shi,8226,3504,2008
Naka-shi,8226,3441,2009
Naka-shi,8226,3393,2010
Naka-shi,8226,3300,2011
Naka-shi,8226,3436,2012
Naka-shi,8226,3426,2013
Naka-shi,8226,3254,2014
Naka-shi,8226,3388,2015
Naka-shi,8226,3340,2016
Naka-shi,8226,3227,2017
Naka-shi,8226,3214,2018
Naka-shi,8226,3356,2019
Naka-shi,8226,3097,2020
Naka-shi,8226,3249,2021
Naka-shi,8226,2913,2022
Naka-shi,8226,3065,2023
Naka-shi,8226,2840,2024
Nakadomari-machi,2387,472,2008
Nakadomari-machi,2387,504,2009
Nakadomari-machi,2387,521,2010
Nakadomari-machi,2387,490,2011
Nakadomari-machi,2387,438,2012
Nakadomari-machi,2387,425,2013
Nakadomari-machi,2387,371,2014
Nakadomari-machi,2387,462,2015
Nakadomari-machi,2387,389,2016
Nakadomari-machi,2387,345,2017
Nakadomari-machi,2387,458,2018
Nakadomari-machi,2387,404,2019
Nakadomari-machi,2387,334,2020
Nakadomari-machi,2387,282,2021
Nakadomari-machi,2387,358,2022
Nakadomari-machi,2387,224,2023
Nakadomari-machi,2387,390,2024
Nakafurano-cho,1461,367,2008
Nakafurano-cho,1461,440,2009
Nakafurano-cho,1461,360,2010
Nakafurano-cho,1461,357,2011
Nakafurano-cho,1461,411,2012
Nakafurano-cho,1461,309,2013
Nakafurano-cho,1461,348,2014
Nakafurano-cho,1461,282,2015
Nakafurano-cho,1461,342,2016
Nakafurano-cho,1461,379,2017
Nakafurano-cho,1461,373,2018
Nakafurano-cho,1461,282,2019
Nakafurano-cho,1461,346,2020
Nakafurano-cho,1461,353,2021
Nakafurano-cho,1461,309,2022
Nakafurano-cho,1461,259,2023
Nakafurano-cho,1461,390,2024
Nakagami-gun,47320,15887,2008
Nakagami-gun,47320,15571,2009
Nakagami-gun,47320,16871,2010
Nakagami-gun,47320,17092,2011
Nakagami-gun,47320,15593,2012
Nakagami-gun,47320,16767,2013
Nakagami-gun,47320,16352,2014
Nakagami-gun,47320,16323,2015
Nakagami-gun,47320,16376,2016
Nakagami-gun,47320,16488,2017
Nakagami-gun,47320,17585,2018
Nakagami-gun,47320,18118,2019
Nakagami-gun,47320,16933,2020
Nakagami-gun,47320,16719,2021
Nakagami-gun,47320,16724,2022
Nakagami-gun,47320,16041,2023
Nakagami-gun,47320,16651,2024
Nakagawa-cho,1471,145,2008
Nakagawa-cho,1471,148,2009
Nakagawa-cho,1471,217,2010
Nakagawa-cho,1471,153,2011
Nakagawa-cho,1471,189,2012
Nakagawa-cho,1471,152,2013
Nakagawa-cho,1471,117,2014
Nakagawa-cho,1471,173,2015
Nakagawa-cho,1471,177,2016
Nakagawa-cho,1471,136,2017
Nakagawa-cho,1471,103,2018
Nakagawa-cho,1471,126,2019
Nakagawa-cho,1471,102,2020
Nakagawa-cho,1471,134,2021
Nakagawa-cho,1471,90,2022
Nakagawa-cho,1471,160,2023
Nakagawa-cho,1471,136,2024
Nakagawa-ku,23110,22177,2008
Nakagawa-ku,23110,21629,2009
Nakagawa-ku,23110,20990,2010
Nakagawa-ku,23110,20296,2011
Nakagawa-ku,23110,20263,2012
Nakagawa-ku,23110,20619,2013
Nakagawa-ku,23110,20251,2014
Nakagawa-ku,23110,20901,2015
Nakagawa-ku,23110,20872,2016
Nakagawa-ku,23110,21320,2017
Nakagawa-ku,23110,25027,2018
Nakagawa-ku,23110,26232,2019
Nakagawa-ku,23110,23645,2020
Nakagawa-ku,23110,23505,2021
Nakagawa-ku,23110,23829,2022
Nakagawa-ku,23110,23856,2023
Nakagawa-ku,23110,23670,2024
Nakagawa-machi,9411,778,2008
Nakagawa-machi,40305,5505,2008
Nakagawa-machi,9411,754,2009
Nakagawa-machi,40305,5233,2009
Nakagawa-machi,9411,750,2010
Nakagawa-machi,40305,5504,2010
Nakagawa-machi,9411,696,2011
Nakagawa-machi,40305,4836,2011
Nakagawa-machi,9411,698,2012
Nakagawa-machi,40305,4217,2012
Nakagawa-machi,9411,646,2013
Nakagawa-machi,40305,4428,2013
Nakagawa-machi,9411,655,2014
Nakagawa-machi,40305,4983,2014
Nakagawa-machi,9411,599,2015
Nakagawa-machi,40305,5000,2015
Nakagawa-machi,9411,602,2016
Nakagawa-machi,40305,4577,2016
Nakagawa-machi,9411,605,2017
Nakagawa-machi,40305,4415,2017
Nakagawa-machi,9411,637,2018
Nakagawa-machi,9411,517,2019
Nakagawa-machi,9411,660,2020
Nakagawa-machi,9411,569,2021
Nakagawa-machi,9411,530,2022
Nakagawa-machi,9411,596,2023
Nakagawa-machi,9411,443,2024
Nakagawa-mura,20386,202,2008
Nakagawa-mura,20386,239,2009
Nakagawa-mura,20386,226,2010
Nakagawa-mura,20386,229,2011
Nakagawa-mura,20386,273,2012
Nakagawa-mura,20386,258,2013
Nakagawa-mura,20386,228,2014
Nakagawa-mura,20386,205,2015
Nakagawa-mura,20386,203,2016
Nakagawa-mura,20386,239,2017
Nakagawa-mura,20386,307,2018
Nakagawa-mura,20386,187,2019
Nakagawa-mura,20386,202,2020
Nakagawa-mura,20386,236,2021
Nakagawa-mura,20386,230,2022
Nakagawa-mura,20386,272,2023
Nakagawa-mura,20386,210,2024
Nakagawa-shi,40231,4734,2018
Nakagawa-shi,40231,4583,2019
Nakagawa-shi,40231,4476,2020
Nakagawa-shi,40231,3998,2021
Nakagawa-shi,40231,4021,2022
Nakagawa-shi,40231,3735,2023
Nakagawa-shi,40231,3890,2024
Nakagusuku-son,47328,2556,2008
Nakagusuku-son,47328,2182,2009
Nakagusuku-son,47328,2711,2010
Nakagusuku-son,47328,2494,2011
Nakagusuku-son,47328,2838,2012
Nakagusuku-son,47328,2851,2013
Nakagusuku-son,47328,2692,2014
Nakagusuku-son,47328,2911,2015
Nakagusuku-son,47328,3086,2016
Nakagusuku-son,47328,2805,2017
Nakagusuku-son,47328,3080,2018
Nakagusuku-son,47328,3109,2019
Nakagusuku-son,47328,2790,2020
Nakagusuku-son,47328,2616,2021
Nakagusuku-son,47328,2774,2022
Nakagusuku-son,47328,2762,2023
Nakagusuku-son,47328,2530,2024
Nakagyo-ku,26104,16127,2008
Nakagyo-ku,26104,15161,2009
Nakagyo-ku,26104,14851,2010
Nakagyo-ku,26104,15642,2011
Nakagyo-ku,26104,15163,2012
Nakagyo-ku,26104,15779,2013
Nakagyo-ku,26104,16417,2014
Nakagyo-ku,26104,15578,2015
Nakagyo-ku,26104,15955,2016
Nakagyo-ku,26104,15386,2017
Nakagyo-ku,26104,15908,2018
Nakagyo-ku,26104,16640,2019
Nakagyo-ku,26104,14893,2020
Nakagyo-ku,26104,14616,2021
Nakagyo-ku,26104,14994,2022
Nakagyo-ku,26104,15291,2023
Nakagyo-ku,26104,15246,2024
Nakahara-ku,14133,45162,2008
Nakahara-ku,14133,44259,2009
Nakahara-ku,14133,40601,2010
Nakahara-ku,14133,39331,2011
Nakahara-ku,14133,39758,2012
Nakahara-ku,14133,44462,2013
Nakahara-ku,14133,41937,2014
Nakahara-ku,14133,43841,2015
Nakahara-ku,14133,42744,2016
Nakahara-ku,14133,42233,2017
Nakahara-ku,14133,48586,2018
Nakahara-ku,14133,48189,2019
Nakahara-ku,14133,39632,2020
Nakahara-ku,14133,39900,2021
Nakahara-ku,14133,39793,2022
Nakahara-ku,14133,40530,2023
Nakahara-ku,14133,38882,2024
Nakai-machi,14361,737,2008
Nakai-machi,14361,816,2009
Nakai-machi,14361,665,2010
Nakai-machi,14361,592,2011
Nakai-machi,14361,527,2012
Nakai-machi,14361,561,2013
Nakai-machi,14361,589,2014
Nakai-machi,14361,592,2015
Nakai-machi,14361,525,2016
Nakai-machi,14361,541,2017
Nakai-machi,14361,596,2018
Nakai-machi,14361,660,2019
Nakai-machi,14361,480,2020
Nakai-machi,14361,445,2021
Nakai-machi,14361,555,2022
Nakai-machi,14361,516,2023
Nakai-machi,14361,520,2024
Nakajima-mura,7465,296,2008
Nakajima-mura,7465,318,2009
Nakajima-mura,7465,235,2010
Nakajima-mura,7465,193,2011
Nakajima-mura,7465,226,2012
Nakajima-mura,7465,208,2013
Nakajima-mura,7465,391,2014
Nakajima-mura,7465,243,2015
Nakajima-mura,7465,314,2016
Nakajima-mura,7465,314,2017
Nakajima-mura,7465,269,2018
Nakajima-mura,7465,307,2019
Nakajima-mura,7465,188,2020
Nakajima-mura,7465,189,2021
Nakajima-mura,7465,274,2022
Nakajima-mura,7465,246,2023
Nakajima-mura,7465,272,2024
Nakajo-mura,20589,109,2008
Nakajo-mura,20589,75,2009
Nakakoma-gun,19380,2084,2008
Nakakoma-gun,19380,2307,2009
Nakakoma-gun,19380,2264,2010
Nakakoma-gun,19380,2647,2011
Nakakoma-gun,19380,2294,2012
Nakakoma-gun,19380,2401,2013
Nakakoma-gun,19380,2325,2014
Nakakoma-gun,19380,2444,2015
Nakakoma-gun,19380,2533,2016
Nakakoma-gun,19380,2611,2017
Nakakoma-gun,19380,2766,2018
Nakakoma-gun,19380,2978,2019
Nakakoma-gun,19380,2612,2020
Nakakoma-gun,19380,2780,2021
Nakakoma-gun,19380,2638,2022
Nakakoma-gun,19380,2588,2023
Nakakoma-gun,19380,2692,2024
Nakama-shi,40215,3277,2008
Nakama-shi,40215,3098,2009
Nakama-shi,40215,2967,2010
Nakama-shi,40215,2913,2011
Nakama-shi,40215,3227,2012
Nakama-shi,40215,3033,2013
Nakama-shi,40215,2679,2014
Nakama-shi,40215,3089,2015
Nakama-shi,40215,3008,2016
Nakama-shi,40215,2955,2017
Nakama-shi,40215,3192,2018
Nakama-shi,40215,2935,2019
Nakama-shi,40215,2884,2020
Nakama-shi,40215,2658,2021
Nakama-shi,40215,3090,2022
Nakama-shi,40215,2923,2023
Nakama-shi,40215,2960,2024
Nakamura-ku,23105,17237,2008
Nakamura-ku,23105,18473,2009
Nakamura-ku,23105,16950,2010
Nakamura-ku,23105,17147,2011
Nakamura-ku,23105,16909,2012
Nakamura-ku,23105,17706,2013
Nakamura-ku,23105,17176,2014
Nakamura-ku,23105,18197,2015
Nakamura-ku,23105,18197,2016
Nakamura-ku,23105,18383,2017
Nakamura-ku,23105,24168,2018
Nakamura-ku,23105,24575,2019
Nakamura-ku,23105,22636,2020
Nakamura-ku,23105,22713,2021
Nakamura-ku,23105,23222,2022
Nakamura-ku,23105,23928,2023
Nakamura-ku,23105,24971,2024
Nakaniikawa-gun,16320,2241,2008
Nakaniikawa-gun,16320,2222,2009
Nakaniikawa-gun,16320,2215,2010
Nakaniikawa-gun,16320,2097,2011
Nakaniikawa-gun,16320,2095,2012
Nakaniikawa-gun,16320,2203,2013
Nakaniikawa-gun,16320,2053,2014
Nakaniikawa-gun,16320,2155,2015
Nakaniikawa-gun,16320,1977,2016
Nakaniikawa-gun,16320,2012,2017
Nakaniikawa-gun,16320,2348,2018
Nakaniikawa-gun,16320,2187,2019
Nakaniikawa-gun,16320,2101,2020
Nakaniikawa-gun,16320,2019,2021
Nakaniikawa-gun,16320,2015,2022
Nakaniikawa-gun,16320,2080,2023
Nakaniikawa-gun,16320,2094,2024
Nakano-ku,13114,61314,2008
Nakano-ku,13114,63169,2009
Nakano-ku,13114,63961,2010
Nakano-ku,13114,65249,2011
Nakano-ku,13114,67405,2012
Nakano-ku,13114,67200,2013
Nakano-ku,13114,63852,2014
Nakano-ku,13114,71208,2015
Nakano-ku,13114,65019,2016
Nakano-ku,13114,63476,2017
Nakano-ku,13114,82778,2018
Nakano-ku,13114,86974,2019
Nakano-ku,13114,63136,2020
Nakano-ku,13114,61241,2021
Nakano-ku,13114,60240,2022
Nakano-ku,13114,62005,2023
Nakano-ku,13114,62404,2024
Nakano-shi,20211,2460,2008
Nakano-shi,20211,2398,2009
Nakano-shi,20211,2371,2010
Nakano-shi,20211,2424,2011
Nakano-shi,20211,2212,2012
Nakano-shi,20211,2160,2013
Nakano-shi,20211,2245,2014
Nakano-shi,20211,2256,2015
Nakano-shi,20211,2067,2016
Nakano-shi,20211,2084,2017
Nakano-shi,20211,2610,2018
Nakano-shi,20211,2566,2019
Nakano-shi,20211,2213,2020
Nakano-shi,20211,2322,2021
Nakano-shi,20211,2277,2022
Nakano-shi,20211,2187,2023
Nakano-shi,20211,2281,2024
Nakanojo-machi,10421,817,2008
Nakanojo-machi,10421,771,2009
Nakanojo-machi,10421,877,2010
Nakanojo-machi,10421,822,2011
Nakanojo-machi,10421,804,2012
Nakanojo-machi,10421,805,2013
Nakanojo-machi,10421,787,2014
Nakanojo-machi,10421,833,2015
Nakanojo-machi,10421,798,2016
Nakanojo-machi,10421,778,2017
Nakanojo-machi,10421,1041,2018
Nakanojo-machi,10421,1208,2019
Nakanojo-machi,10421,848,2020
Nakanojo-machi,10421,768,2021
Nakanojo-machi,10421,724,2022
Nakanojo-machi,10421,689,2023
Nakanojo-machi,10421,704,2024
Nakanoto-machi,17407,873,2008
Nakanoto-machi,17407,746,2009
Nakanoto-machi,17407,695,2010
Nakanoto-machi,17407,617,2011
Nakanoto-machi,17407,734,2012
Nakanoto-machi,17407,652,2013
Nakanoto-machi,17407,549,2014
Nakanoto-machi,17407,534,2015
Nakanoto-machi,17407,559,2016
Nakanoto-machi,17407,573,2017
Nakanoto-machi,17407,665,2018
Nakanoto-machi,17407,622,2019
Nakanoto-machi,17407,566,2020
Nakanoto-machi,17407,589,2021
Nakanoto-machi,17407,554,2022
Nakanoto-machi,17407,550,2023
Nakanoto-machi,17407,673,2024
Nakasatsunai-mura,1638,512,2008
Nakasatsunai-mura,1638,549,2009
Nakasatsunai-mura,1638,512,2010
Nakasatsunai-mura,1638,478,2011
Nakasatsunai-mura,1638,574,2012
Nakasatsunai-mura,1638,408,2013
Nakasatsunai-mura,1638,389,2014
Nakasatsunai-mura,1638,331,2015
Nakasatsunai-mura,1638,424,2016
Nakasatsunai-mura,1638,376,2017
Nakasatsunai-mura,1638,341,2018
Nakasatsunai-mura,1638,438,2019
Nakasatsunai-mura,1638,350,2020
Nakasatsunai-mura,1638,386,2021
Nakasatsunai-mura,1638,406,2022
Nakasatsunai-mura,1638,394,2023
Nakasatsunai-mura,1638,326,2024
Nakashibetsu-cho,1692,2404,2008
Nakashibetsu-cho,1692,2344,2009
Nakashibetsu-cho,1692,2322,2010
Nakashibetsu-cho,1692,2188,2011
Nakashibetsu-cho,1692,2343,2012
Nakashibetsu-cho,1692,2121,2013
Nakashibetsu-cho,1692,2218,2014
Nakashibetsu-cho,1692,2164,2015
Nakashibetsu-cho,1692,2083,2016
Nakashibetsu-cho,1692,2002,2017
Nakashibetsu-cho,1692,2130,2018
Nakashibetsu-cho,1692,2043,2019
